//Vanilla
Invert X|Spiegel X
Changes the amount of cycles Hunter starts with in their campaign|Verandert het aantal cyclussen waar De Jager mee begint in hun campagne
You're stuck in a cycle, a repeating pattern. You want a way out.|Je zit vast in een cyclus, een herhalend patroon. Je wilt een weg uit.
Another pearl! You want me to read this one too? Just a moment...|Nog een parel! Je wilt dat ik deze ook lees? Geef me een momentje...
A pearl... This one is crystal clear - it was used just recently.|Een parel... Deze is kristalhelder - het was recentelijk nog gebruikt.
Gives a small chance of being able to survive a direct attack from a dropwig|Geeft een kleine kans om een directe aanval van een [dropwig] te overleven
Use the throw button to activate tongue controls rather than the jump button|Gebruik de Gooien knop om tong controls te activeren, in plaats van de Springen knop
Passages bring all key items in a shelter with you to the new destination, rather than just the stomach item|Doorgangen brengen alle sleutel voorwerpen in de schuilplaats naar de nieuwe bestemming, in plaats van alleen de maag voorwerp
It's a piece of sharpened rebar... What is it you want to know?<LINE>You seem proficient enough at using it.|Het is een stuk verscherpte wapening... Wat is het dat je wilt weten?<LINE>Je lijkt er prima mee overweg te kunnen.
Key items are tracked on the map and will respawn on subsequent cycles if they are lost, at the location they were lost|Sleutel voorwerpen worden bijgehouden op de kaart en herverschijnen tijdens volgende cyclussen als ze verloren raken, op de plek waar ze verloren zijn
Centipedes will release you if you go through a pipe while you are grabbed by one|Duizendpoten laten je los als je door een pijp gaat terwijl je er door een wordt vastgehouden
Prevents the chance of the region being flooded during a shelter failure scenario|Voorkomt de kans dat een gebied onderloopt tijdens een defecte schuilplaats scenario
Increases the amount of time before you are forced to come up for air while drowning|Vergroot de hoeveelheid tijd die je hebt terwijl je verdrinkt voordat je gedwongen wordt naar boven te komen voor lucht
Makes the death gradients on bottomless pits more visible|Maakt de doodsoverloop in bodemloze gaten beter zichtbaar
Allow throwing spears directionally while in zero gravity|Laat het directioneel gooien van speren toe in gewichtloosheid
This option disables multiple core mechanics of the game.|Deze optie schakelt meerdere kern mechanieken van het spel uit.
It is strange... I'm remembering myself, but also... him.|Het is vreemd... Ik begin mezelf te herinneren, maar ook... hem.
Adds additional deer behavior, like being able to influence their behavior by wiggling in their antlers|Past het gedrag van herten aan en voegt aanvullende mechanieken toe om hun acties te beïnvloeden
You better go, <PlayerName>! I will be fine.<LINE>It's not pleasant, but I have been through it before.|Je kunt beter gaan, <PlayerName>! Ik red me wel.<LINE>Het is geen pretje, maar ik heb het eerder meegemaakt.
Vulture Grubs have a chance to summon stronger vulture types in arena mode if those types are unlocked|Gierenaas heeft de kans om sterkere giersoorten op te roepen in arena modus als deze soorten ontgrendeld zijn
If enabled, all scavenger corpses in Artificer's campaign always have the maximum possible karma value|Als het ingeschakeld is, hebben alle schooier karkassen in De Schepper's campagne altijd de hoogst mogelijke karma waarde
Allows certain passages to gain progress even before the Survivor passage has been achieved|Laat bepaalde doorgangen voortgang krijgen zelfs voordat de Overlever doorgang is bereikt
Splashing in water can attract the attention of nearby creatures that hear the noise of the splashes|Plonsen in het water kan de aandacht trekken van nabije wezens die het geluid horen
Settings designed to make the game significantly easier, but may weaken the overall game experience.|Instellingen die gemaakt zijn om het spel aanzienlijk makkelijker te maken, maar de ervaring verzwakken.
!\"#$%&'()*,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ\\_abcdefghijklmnopqrstuvwxyzÁáÉéÍíÑñÓóÚú®|!\"#$%&'()*,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ\\_abcdefghijklmnopqrstuvwxyzÁáÉéÍíÑñÓóÚú®
Reduces the volume for the sound effects of gates and shelters opening|Verlaagt het volume van de geluidseffecten die opengaande poorten en schuilplaatsen maken
Let us try again - not that it has worked well before. I was saying...|Laten we het nog eens proberen - niet dat dat eerder heeft gewerkt. Zoals ik al zei...
If you are having trouble, you may want to try The Monk campaign first. It may help you get a better feel for the game and ease you into Rain World.|Als je problemen hebt, kun je De Monnik's campagne eerst proberen. Het kan helpen om een beter gevoel voor het spel te krijgen en gemakkelijker in Rain World te komen.
If enabled, scavenger corpses in Artificer's campaign don't lose karma after each cycle|Als het ingeschakeld is, verliezen schooier karkassen in De Schepper's campagne geen karma na elke cyclus
(Normally requires delivering pearls and finding broadcast tokens in the campaign maps)|(Benodigt normaal gesproken het bezorgen van parels en het vinden van uitzending tokens in de campagne kaarten)
Know that this does not make you special - every living thing shares that same frustration.<LINE>From the microbes in the processing strata to me, who am, if you excuse me, godlike in comparison.|Weet dat dit jou niet bijzonder maakt - elk levend wezen deelt dezelfde frustraties.<LINE>Van de microben in de verwerkingsstraten tot mij, die, als je het mij excuseert, goddelijk in vergelijking is.
Look at me. The only thing I have to offer is my words.<LINE>If you come here, I must assume you want me to speak? So then would you PLEASE listen?<LINE>If not, you are welcome to leave me alone.|Kijk naar me. Het enige wat ik je te bieden heb zijn mijn woorden.<LINE>Als je hier komt, dan moet ik aannemen dat je wilt dat ik praat? Dus zou je dan ALSJEBLIEFT willen luisteren?<LINE>Zo niet, ben je vrij om mij alleen te laten.
The bad news is that no definitive solution has been found. And every moment the equipment erodes to a new state of decay.<LINE>I can't help you collectively, or individually. I can't even help myself.|Het slechte nieuws is dat er geen definitieve oplossing is gevonden. En ieder moment erodeert de apparatuur tot een nieuwe staat van bederf.<LINE>Ik kan jou niet helpen, collectief of individueel. Ik kan mijzelf niet eens helpen.
At the end of time none of this will matter I suppose, but it would be nice if you took another way out.<LINE>One free of... frolicking in my memory arrays. There is a perfectly good access shaft right here.|Uiteindelijk doet dit alles er niet toe, neem ik aan, maar het zou fijn zijn als jij een andere weg uit vindt.<LINE>Een waarbij jij niet... rondhuppelt in mijn geheugen reeksen. Er zit daar een prima toegangsschacht.
For you though, there is another way. The old path. Go to the west past the Farm Arrays, and then down into the earth<LINE>where the land fissures, as deep as you can reach, where the ancients built their temples and danced their silly rituals.<LINE>The mark I gave you will let you through.|Maar voor jou is er een andere manier. De oude manier. Ga naar het westen langs de Akkerrijen, en dan diep de aarde in<LINE>waar het land openscheurt, zo diep als je kan reiken, waar de Ouden hun tempels bouwden en hun dwaze rituelen dansten.<LINE>Het teken dat ik jou gaf zal je er langs laten.
The good news first. In a way, I am what you are searching for. Me and my kind have as our<LINE>purpose to solve that very oscillating claustrophobia in the chests of you and countless others.<LINE>A strange charity - you the unknowing recipient, I the reluctant gift. The noble benefactors?<LINE>Gone.|Eerst het goede nieuws. Op een manier ben ik wat jij zoekt. Mijn soort heeft als ons<LINE>doel dat trillende claustrofobie in de borst van jou en talloze anderen op te lossen.<LINE>Een vreemde liefdadigheid - jij, de onwetende ontvanger, ik het onwillige geschenk. De nobele weldoeners?<LINE>Weg.
You must be very brave to have made it all the way here. But I'm sorry to say your journey here is in vain.|Je moet heel dapper geweest zijn om helemaal hier naar toe te komen. Maar ik ben sorry om te zeggen dat je reis hiernaartoe vruchteloos is.
It is good to have someone to talk to after all this time!<LINE>The scavengers aren't exactly good listeners. They do bring me things though, occasionally...|Het is goed om iemand te hebben waar ik tegen kan praten!<LINE>De schooiers zijn niet bepaald goede luisteraars. Ze brengen me af en toe dingen, dat wel...
I'm still angry at you, but it is good to have someone to talk to after all this time.<LINE>The scavengers aren't exactly good listeners. They do bring me things though, occasionally...|Ik ben nog steeds boos op jou, maar het is goed om iemand te hebben waar ik tegen kan praten.<LINE>De schooiers zijn niet bepaald goede luisteraars. Ze brengen me af en toe dingen, dat wel...
...you ate... me. Please go away. I won't speak... to you.<LINE>I... CAN'T speak to you... because... you ate...me...|...je at... me. Ga alsjeblieft weg. I zal niet spreken... met jou.<LINE>Ik... KAN niet spreken met jou... omdat... je me… at...
First you hurt me, then you come back to annoy me.<LINE>I wish I knew what was going on in that little head of yours.|Eerst doe je me pijn, dan kom je terug om me te treiteren.<LINE>Ik wou dat ik wist wat er omging in dat koppie van jou.
It's a weapon made with fire powder. Did the scavengers give this to you?<LINE>Be very careful if you have to use it!|Het is een wapen gemaakt met vuurpoeder. Hebben de schooiers dit aan jou gegeven?<LINE>Wees heel voorzichtig als je het moet gebruiken!
Even the scavengers that come here from time to time leave with nothing. But... I have told you that already, haven't I?|Zelfs de schooiers die hier van tijd tot tijd komen, verlaten met lege handen. Maar... dat heb ik je al verteld, niet waar?
I do enjoy the company though. You're welcome to stay a while, quiet little thing.|Ik hou wel van het gezelschap. Je kunt hier gerust een tijdje blijven, klein, stil ding.
I have had scavengers come by before. Scavengers!<LINE>And they left me alive!<LINE>But... I have told you that already, haven't I?|Er zijn hier schooiers langsgekomen. Schooiers!<LINE>En ze lieten me leven!<LINE>Maar... dat heb ik je al verteld, niet waar?
You must excuse me if I repeat myself. My memory is bad.<LINE>I used to have a pathetic five neurons... And then you ate one.<LINE>Maybe I've told you that before as well.|Je moet me verontschuldigen als ik mezelf herhaal. Ik heb een slecht geheugen.<LINE>Ik had eerst vijf miezerige zenuwcellen... Totdat jij er een at.<LINE>Misschien heb ik jou dat ook al verteld.
Or actually I'm sure he would, but he has so many of these~<LINE>it doesn't do him any difference.<LINE>For me though, it does! Thank you, little creature!|Of eigenlijk zou hij dat wel vinden, maar hij heeft zoveel van deze~<LINE>dat het voor hem geen verschil maakt.<LINE>Voor mij doet dat het wel! Dank je wel, klein wezen!
You come here, but you can't be respectful enough to listen to me.<LINE>Will you listen this time?|Je komt hier naartoe, maar je hebt niet genoeg respect om naar me te luisteren.<LINE>Wil je deze keer wel luisteren?

//MSC
moreslugcats-name|Meer Slakkatten Uitbreiding
Bite|Bijten
Hiss|Blazen
Call|Roepen
SRS:|ZRZ:
NSH:|GAI:
EOC:|WT:
BSM:|GZM:
NGI:|GBI:
Monk|Monnik
Scar|Litteken
Luna|Luna
Hang|Hangen
Bash|Stoten
Flee|Vluchten
Grab|Vastpakken
Spit|Spugen
Noot|Toeteren
Howl|Huilen
Snip|Knippen
Jump|Springen
Moo!|Moeh!
None|Geen
Lunge|Uithalen
Saint|Heilige
Gills|Kieuwen
Vents|Uitlaten
Click|Klikken
Sleep|Slapen
Birth|Bevallen
Chomp|Happen
Throw|Gooien
Shock|Schokken
Point|Wijzen
Laser|Laser
Arena|Arena
Class|Klasse
Items|Voorwerpen
STOP.|STOP.
Launch|Lanceren
Hunter|Jager
Random|Willekeurig
Tongue|Tong
Spears|Speren
Struts|Stutten
Burrow|Graven
Attach|Vastmaken
Squeak|Piepen
Pounce|Krachtsprong
Skewer|Doorboren
Detach|Losmaken
Snatch|Grijpen
Sprint|Sprinten
Signal|Signaleren
Ascend|Verheffen
DON'T.|NIET.
LEAVE.|GA.
Consume|Consumeren
Rivulet|Waterrat
The Rot|De Rot
Rubicon|Rubicon
Pick Up|Oppakken
Release|Loslaten
Discard|Verwerpen
Stealth|Sluipend
Ensnare|Verstrikken
Harpoon|Harpoeneren
Pick up|Oppakken
Descend|Neerdalen
...WHY?|...WAAROM?
Are my words reaching you?|Komen mijn woorden binnen?
Go... away! You ate... me!|Ga... weg! Je at... me!
creaturetype-ScavengerKing|Opperhoofd Schooier
objecttype-SingularityBomb|Singulariteitsbom
